number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
543,0.1312290172690843,2026-02-26 14:57:08.728536,2026-02-26 14:57:33.595096,0 days 00:00:24.866560,0.7310466270634579,0.06368539214426482,0.17263521677329144,10,9,2,1008,0.018552391511173057,0.374165615944038,12.006376065206736,0.740101096093922,PRUNED
544,0.28337433535505474,2026-02-26 14:57:33.628031,2026-02-26 14:57:51.326836,0 days 00:00:17.698805,0.753811947602792,0.03091899189729647,0.18958964315740712,9,10,2,684,0.05126811499343755,1.921285039071207,13.107681060411808,0.8137995827278514,COMPLETE
545,0.2754838980068654,2026-02-26 14:57:51.361272,2026-02-26 14:58:10.903645,0 days 00:00:19.542373,0.6690928115811648,0.018655370380188857,0.1819655450386678,8,10,1,1107,0.024117264938652426,0.036860546848172936,12.001401143622012,0.8264924519155996,COMPLETE
546,0.13273865642369567,2026-02-26 14:58:10.938814,2026-02-26 14:58:28.751648,0 days 00:00:17.812834,0.667321578481644,0.01790406332165065,0.181496586527393,8,10,1,1171,0.024828087964726523,0.04224616803436807,12.731374930046728,0.8316654821032827,PRUNED
547,0.13878715413111845,2026-02-26 14:58:28.782390,2026-02-26 14:58:50.947216,0 days 00:00:22.164826,0.6743948121423894,0.020488931738301183,0.19153265749543175,7,8,1,1105,0.014844591353588057,1.2917301799074512,12.371702016562603,0.8439507919208986,PRUNED
548,0.2763224061298726,2026-02-26 14:58:50.989352,2026-02-26 14:59:16.411644,0 days 00:00:25.422292,0.6546593132514137,0.016036243504208465,0.1859804836366328,10,9,2,1122,0.020830449914949853,1.6045086532289226,12.004262194546175,0.826015838747416,COMPLETE
549,0.2732640733320101,2026-02-26 14:59:16.457605,2026-02-26 14:59:33.942938,0 days 00:00:17.485333,0.6652841500110709,0.011986934530977633,0.19989391974973109,10,10,1,890,0.02531003633193633,0.035812224851131336,12.000741367307539,0.8246956595534388,COMPLETE
550,0.13275416281005467,2026-02-26 14:59:33.978518,2026-02-26 14:59:51.771362,0 days 00:00:17.792844,0.6468422881482452,0.012987917005667891,0.19972355119420945,3,10,3,944,0.03060480580475899,0.03226645821186287,12.76612230890337,0.8390967485797493,PRUNED
551,0.2806034970348387,2026-02-26 14:59:51.802262,2026-02-26 15:00:09.142396,0 days 00:00:17.340134,0.6615469639225244,0.01149874359754313,0.19376063244923356,10,9,1,964,0.03342163183534058,1.736349033517207,12.472429423992661,0.8097845705790591,COMPLETE
552,0.13920169734726118,2026-02-26 15:00:09.178375,2026-02-26 15:00:27.340672,0 days 00:00:18.162297,0.6820876171029067,0.008604096052992817,0.1933127547684902,10,10,1,815,0.04084607917474602,0.012499454607096987,13.12223197857297,0.8273277099695037,PRUNED
553,0.13281017325565808,2026-02-26 15:00:27.370348,2026-02-26 15:00:49.268032,0 days 00:00:21.897684,0.6882694579478527,0.009841915832444956,0.19978721359606574,10,9,1,1021,0.027328094386701297,3.2853972871764445,12.39858352335929,0.8206496398813073,PRUNED
554,0.30034086032484614,2026-02-26 15:00:49.298763,2026-02-26 15:01:57.905334,0 days 00:01:08.606571,0.6624741617883785,0.014558311409956342,0.04976875798501413,10,9,2,893,0.04366962750412851,0.0240883101363391,12.731806029625863,0.7418164856785872,COMPLETE
555,0.14807912462448664,2026-02-26 15:01:57.952923,2026-02-26 15:02:23.188262,0 days 00:00:25.235339,0.67416749284758,0.01174442966073206,0.19184819816723553,10,10,4,890,0.034321509555948246,2.6105327746333473,19.933013083365672,0.7497312664613965,PRUNED
556,0.13776204051502763,2026-02-26 15:02:23.218509,2026-02-26 15:02:59.326971,0 days 00:00:36.108462,0.7429912062613343,0.014442884932761923,0.06264683943731117,10,10,8,909,0.004181541134006554,0.0825176756518949,12.016843158842514,0.7290607065824443,PRUNED
557,0.2915818786623352,2026-02-26 15:02:59.360336,2026-02-26 15:03:25.505466,0 days 00:00:26.145130,0.6415594370026872,0.016953153187805714,0.19285320703062847,10,9,1,867,0.01169423546435592,0.10181909489576794,13.63414470503943,0.8202778718464697,COMPLETE
558,0.2752078945533504,2026-02-26 15:03:25.539785,2026-02-26 15:03:42.971721,0 days 00:00:17.431936,0.6938761253726766,0.024436466040493755,0.19996117052663162,10,10,1,801,0.023478015392688685,1.1323238025228328,12.405129109880445,0.7365513329541594,COMPLETE
559,0.14047835043540255,2026-02-26 15:03:43.011634,2026-02-26 15:04:00.567423,0 days 00:00:17.555789,0.6888029835498207,0.026012843245338046,0.19442209360007867,10,10,1,915,0.02057775681437203,1.3441508461054792,13.201456581756034,0.7285944949385571,PRUNED
560,0.2873901475829877,2026-02-26 15:04:00.604455,2026-02-26 15:04:18.312645,0 days 00:00:17.708190,0.6753416568148859,0.02351877103117441,0.1955993043809381,10,10,3,852,0.018117508193972124,1.175353467783797,13.036263254169612,0.8513096641912619,COMPLETE
561,0.13671238468631644,2026-02-26 15:04:18.345355,2026-02-26 15:04:39.134045,0 days 00:00:20.788690,0.6949498191346717,0.008258425107487548,0.199678635717176,10,10,1,731,0.026811992904453713,1.5101986089504829,14.464662290324261,0.7349873102051978,PRUNED
562,0.1313203812749027,2026-02-26 15:04:39.164811,2026-02-26 15:04:56.821345,0 days 00:00:17.656534,0.6584873938497063,0.024564194667930115,0.1883812622838587,10,10,1,1223,0.5928946350181047,0.24173966725305462,18.15769606946856,0.7175665903696178,PRUNED
563,0.13471056519712324,2026-02-26 15:04:56.850966,2026-02-26 15:05:13.881933,0 days 00:00:17.030967,0.6795544969452303,0.0197280924750543,0.19896828651916507,10,10,2,1064,0.006998883688237177,0.016337207482814406,12.000544698364013,0.7384412187700286,PRUNED
564,0.28013778871949035,2026-02-26 15:05:13.934885,2026-02-26 15:05:36.326631,0 days 00:00:22.391746,0.6938073729162424,0.027391591956105302,0.18938038489853615,10,10,1,747,0.052980167437361926,0.04953761786711093,12.769930005742715,0.7469287819916028,COMPLETE
565,0.27965021255094624,2026-02-26 15:05:36.361237,2026-02-26 15:05:53.339206,0 days 00:00:16.977969,0.6658298674746129,0.022265801113918286,0.18775936856367087,10,10,1,610,0.04235045741464347,0.05843854091378886,12.414545735987272,0.7275376208520679,COMPLETE
566,0.14646968292680948,2026-02-26 15:05:53.373837,2026-02-26 15:06:11.015668,0 days 00:00:17.641831,0.7669125816263226,0.01002856334554538,0.19439754698164002,10,10,1,825,0.03202141357446247,0.13082657533319123,12.706637389549236,0.7401804812932175,PRUNED
567,0.14212325991533103,2026-02-26 15:06:11.044549,2026-02-26 15:06:28.836505,0 days 00:00:17.791956,0.6854858061283928,0.033247866331474675,0.1990777326573407,10,10,2,972,0.057394340990208584,5.536349477343976,13.662037393601402,0.752349354880078,PRUNED
568,0.2833383195089417,2026-02-26 15:06:28.875908,2026-02-26 15:06:52.954612,0 days 00:00:24.078704,0.624927247634851,0.007521374966911392,0.18621897090221728,1,10,1,818,0.02428870204239614,0.007639379362650006,12.458357068776394,0.7557224288859985,COMPLETE
569,0.13888235186620948,2026-02-26 15:06:52.988282,2026-02-26 15:07:15.187001,0 days 00:00:22.198719,0.7957547786351903,0.0123934015648346,0.19263687507918661,10,10,2,645,0.06243068705661485,2.095341639243574,12.407154608964655,0.7225216013939046,PRUNED
570,0.15700792676996753,2026-02-26 15:07:15.218321,2026-02-26 15:07:36.504891,0 days 00:00:21.286570,0.6466169763410822,0.02876330554490611,0.19946253226344915,10,10,1,722,0.008471683828199891,1.0350977998228577,38.22585932577526,0.7329382681229887,PRUNED
571,0.284685796653919,2026-02-26 15:07:36.533697,2026-02-26 15:07:58.189132,0 days 00:00:21.655435,0.6989306066127872,0.02175930279785175,0.18427831558849123,6,10,1,792,0.04744450299796484,1.2159700374728213,13.219655034154684,0.7451001316319729,COMPLETE
572,0.1313336385880715,2026-02-26 15:07:58.223956,2026-02-26 15:08:20.475429,0 days 00:00:22.251473,0.6730517620931246,0.01591068218096851,0.19970275543112864,10,10,1,763,0.0380723238683167,1.8235352024200457,12.3846015214419,0.7583559659829296,PRUNED
573,0.13315910781829668,2026-02-26 15:08:20.512319,2026-02-26 15:08:37.758217,0 days 00:00:17.245898,0.6892103359383166,0.02626724790848691,0.18897701243614906,10,10,2,854,0.01542412322516974,0.9615716493606471,12.882597809335289,0.8807728766687752,PRUNED
574,0.13195353112766217,2026-02-26 15:08:37.798150,2026-02-26 15:09:19.398385,0 days 00:00:41.600235,0.6585426787982201,0.01937836812743488,0.07581019025906124,10,10,1,776,5.37589661028202,0.07101635725217079,12.403060803284003,0.8332043319843522,PRUNED
575,0.13200828734533956,2026-02-26 15:09:19.429524,2026-02-26 15:09:42.774878,0 days 00:00:23.345354,0.7102759183391884,0.006687725824503515,0.18171168103045757,10,10,1,1138,0.02956871057534668,1.494481432858473,13.929634962952512,0.7136472556719394,PRUNED
576,0.27087044309547414,2026-02-26 15:09:42.803489,2026-02-26 15:10:01.109894,0 days 00:00:18.306405,0.6996118216804207,0.013974684437574918,0.19241712210723816,10,10,1,1303,0.06121252624670928,1.1969921281909872,12.01997957291519,0.7432549178631793,COMPLETE
577,0.272921440924632,2026-02-26 15:10:01.142121,2026-02-26 15:10:18.871410,0 days 00:00:17.729289,0.7035095197633372,0.011198637180177962,0.1824382760104508,9,10,1,1401,0.056639362885679674,2.2453226577212724,12.01416621701674,0.7529953243404482,COMPLETE
578,0.1327362897204839,2026-02-26 15:10:18.909724,2026-02-26 15:10:42.574274,0 days 00:00:23.664550,0.703395813718792,0.009840569623103026,0.17936863494075148,10,10,1,1369,0.29257266785444197,2.4834484565050636,12.870494807296637,0.7466573811630426,PRUNED
579,0.13701835942708576,2026-02-26 15:10:42.606533,2026-02-26 15:11:16.553240,0 days 00:00:33.946707,0.7187119578180852,0.009526156489602845,0.18220815073912164,10,10,6,1388,0.07073801647263604,3.0946099705447763,12.03415186586142,0.7545412164374092,PRUNED
580,0.14611807997424558,2026-02-26 15:11:16.587417,2026-02-26 15:11:42.662450,0 days 00:00:26.075033,0.7068781837744196,0.008718454721297078,0.18482470748976731,9,10,2,1044,0.05067304440702353,2.2977788938307446,21.683094924589895,0.7475491717706643,PRUNED
581,0.1354383152904153,2026-02-26 15:11:42.695906,2026-02-26 15:12:00.728100,0 days 00:00:18.032194,0.723671726585364,0.011821448133614696,0.175994196495762,10,10,1,1281,0.06329327189384362,2.29905994382265,12.40172418755603,0.8161164038979913,PRUNED
582,0.29136746899850885,2026-02-26 15:12:00.778854,2026-02-26 15:13:10.906867,0 days 00:01:10.128013,0.7021278886713738,0.23709166176909147,0.042692283441887344,10,10,1,1211,0.04684713213112823,1.9145441384250075,12.005524837027963,0.7409498549534677,COMPLETE
583,0.1445349444625141,2026-02-26 15:13:10.939238,2026-02-26 15:13:34.458186,0 days 00:00:23.518948,0.7328064059433977,0.012334846980581193,0.18767858547788505,9,10,2,1559,0.05775370143541899,1.7861115810413093,12.00710682659356,0.750304677502731,PRUNED
584,0.1356661940524087,2026-02-26 15:13:34.494588,2026-02-26 15:13:58.752068,0 days 00:00:24.257480,0.7171902786418424,0.011629971922078193,0.17861285973216595,4,10,1,1339,0.07045232499411098,2.6042719850846088,34.14059905572286,0.7569177495066033,PRUNED
585,0.27319555714143207,2026-02-26 15:13:58.786018,2026-02-26 15:14:23.483354,0 days 00:00:24.697336,0.6959242204107372,0.010540358580259226,0.17053755449322539,9,10,1,1426,0.003507312000950061,2.0698479371226433,12.00713919163295,0.7304228422645196,COMPLETE
586,0.2848697065464534,2026-02-26 15:14:23.514769,2026-02-26 15:14:44.223383,0 days 00:00:20.708614,0.7087090929601703,0.010257938576376335,0.15811319047741818,9,10,1,1131,0.003403311050761828,2.0620626150171666,12.95146550205292,0.7417451119096532,COMPLETE
587,0.14867212312029998,2026-02-26 15:14:44.257473,2026-02-26 15:15:10.497977,0 days 00:00:26.240504,0.6958514025573763,0.008018231214481185,0.16670937166640631,9,10,1,1653,0.07303256316561743,0.009817092500525466,25.288516465688627,0.7540452792587263,PRUNED
588,0.1342139258313393,2026-02-26 15:15:10.527381,2026-02-26 15:15:28.661131,0 days 00:00:18.133750,0.7442708805143472,0.010869209090538593,0.16834943014227363,9,10,1,1290,0.002915445146620746,2.6147232382884806,12.709119133820465,0.7445115963525699,PRUNED
589,0.13387914171865573,2026-02-26 15:15:28.691771,2026-02-26 15:15:58.639834,0 days 00:00:29.948063,0.7243265250576137,0.007513087333772739,0.11201455525607142,9,10,1,1182,0.003638639886246232,2.950548621304932,13.411220881208571,0.7327352560926793,PRUNED
590,0.13444654826770275,2026-02-26 15:15:58.671043,2026-02-26 15:16:25.818670,0 days 00:00:27.147627,0.7582184274692526,0.009745074523456252,0.07170119929312797,9,10,1,1463,0.003552101160924734,2.252655539893861,12.476669858083989,0.7615479558572491,PRUNED
591,0.1364719995373537,2026-02-26 15:16:25.910824,2026-02-26 15:16:44.066743,0 days 00:00:18.155919,0.6992781391132865,0.013058416795020164,0.17348362492608152,9,10,1,1499,0.004348542139157156,3.069742441999844,12.442115914614517,0.8104673060943034,PRUNED
592,0.2880267861975143,2026-02-26 15:16:44.111861,2026-02-26 15:17:10.493418,0 days 00:00:26.381557,0.7078263310765401,0.013343261092434168,0.15371645806859782,9,10,1,1520,0.005643772295761694,1.877385010265263,13.078899236205993,0.8358346052823159,COMPLETE
593,0.27354879004059257,2026-02-26 15:17:10.526326,2026-02-26 15:17:28.327113,0 days 00:00:17.800787,0.7196560558766826,0.01363560836325068,0.17112134471145932,9,10,1,1608,0.0024430146860196828,2.1284393667194013,12.003437334925799,0.7556737787718444,COMPLETE
594,0.13621032441914682,2026-02-26 15:17:28.360129,2026-02-26 15:17:46.534890,0 days 00:00:18.174761,0.7250988646949681,0.0143856622304666,0.1720692671026827,9,10,1,1632,0.0025595389739635445,2.009588141901767,12.006441839930021,0.7501590009951637,PRUNED
595,0.1684512800363148,2026-02-26 15:17:46.567413,2026-02-26 15:18:27.691960,0 days 00:00:41.124547,0.7188558153650572,0.014264843279365426,0.17616909056262553,9,4,1,1542,0.0028845023625932217,1.4209999926511363,12.775413197633043,0.7598769395038774,PRUNED
596,0.1664745812876406,2026-02-26 15:18:27.778997,2026-02-26 15:18:55.563680,0 days 00:00:27.784683,0.7138386885627392,0.010895259904432018,0.1785932218497568,9,10,1,1357,0.003353799590539181,1.547599337007325,48.28199858333159,0.738290673910217,PRUNED
597,0.2793191333531482,2026-02-26 15:18:55.607293,2026-02-26 15:19:14.855148,0 days 00:00:19.247855,0.6940005512032441,0.014522174112293163,0.16888941278070263,9,10,1,1514,0.0026209815384107037,0.006196089040746167,12.44608747978519,0.7530501050650024,COMPLETE
598,0.13324709078155542,2026-02-26 15:19:14.899175,2026-02-26 15:19:33.142506,0 days 00:00:18.243331,0.7048379719073538,0.012345777332992221,0.1905585123675945,9,10,1,1403,0.004972381407275409,1.728175267068916,13.25311759567652,0.7644475532458403,PRUNED
599,0.13383245495700663,2026-02-26 15:19:33.176337,2026-02-26 15:19:57.169727,0 days 00:00:23.993390,0.7339112973278272,0.01607909577092518,0.1824601555473284,8,8,1,1436,0.002693845316211393,0.02632262474129734,12.765631813732785,0.7470506471673408,PRUNED
600,0.27781128959442847,2026-02-26 15:19:57.216598,2026-02-26 15:20:16.370680,0 days 00:00:19.154082,0.6914654839465791,0.01165344985576265,0.18940894801553712,9,10,1,1608,0.002385721858802005,4.012337156059661,12.446816169133744,0.7568671568464549,COMPLETE
601,0.2787943609633147,2026-02-26 15:20:16.425311,2026-02-26 15:20:34.483320,0 days 00:00:18.058009,0.714541725110708,0.015964147742809413,0.16323752409374825,9,10,1,1269,0.0030510610016951417,0.8894609140574241,12.407254282158087,0.7687687682902342,COMPLETE
602,0.13541146588950953,2026-02-26 15:20:34.514923,2026-02-26 15:20:52.300614,0 days 00:00:17.785691,0.681283753048604,0.013104691480214141,0.17383720069783987,9,10,1,1317,0.003579625538440839,0.19877830500926003,13.356150896555887,0.7309910074413692,PRUNED
603,0.14129268472463893,2026-02-26 15:20:52.329720,2026-02-26 15:21:09.863241,0 days 00:00:17.533521,0.7025975586268928,0.010904622526741204,0.1820909623829152,9,10,1,1364,0.08711754000008898,1.1876554090571512,12.917307275239885,0.7395983091829879,PRUNED
604,0.1331781440397897,2026-02-26 15:21:09.894867,2026-02-26 15:21:28.640658,0 days 00:00:18.745791,0.7248957741545665,0.016794553320109176,0.1925253691552715,8,10,1,1429,0.002002631030076187,1.7164940295162723,12.31506391419679,0.7561623902298544,PRUNED
605,0.13118092301600445,2026-02-26 15:21:28.670099,2026-02-26 15:21:54.838378,0 days 00:00:26.168279,0.6840347066772549,0.008527423322269885,0.1868105966675022,9,10,1,1403,0.002147103601026079,2.1890805949475127,12.02295293752942,0.7459462509571075,PRUNED
606,0.13961908151155242,2026-02-26 15:21:54.870365,2026-02-26 15:22:13.159700,0 days 00:00:18.289335,0.7121531575137987,0.013944955928355394,0.1711698187383312,9,10,1,1613,0.0025308208672550053,3.579058509985393,12.772066797501976,0.7644672973720211,PRUNED
607,0.1396722790284477,2026-02-26 15:22:13.190087,2026-02-26 15:22:31.206040,0 days 00:00:18.015953,0.7336261698584787,0.017989684915994456,0.1931226296092834,9,10,1,1465,0.004072482565605566,1.312622050065109,12.361512239137555,0.7517824714383632,PRUNED
608,0.13462016082037762,2026-02-26 15:22:31.242242,2026-02-26 15:22:50.396494,0 days 00:00:19.154252,0.6951079729494969,0.009237713853356503,0.17969181954965396,2,10,1,1494,0.06290842781405148,0.889954734192801,14.013496759840837,0.7377866388008838,PRUNED
609,0.13586778007985262,2026-02-26 15:22:50.449739,2026-02-26 15:23:09.073117,0 days 00:00:18.623378,0.6772293825140336,0.014269151805650923,0.19991642584636815,9,10,1,1707,0.05658928780212312,0.6413466915802016,12.016345192431572,0.7665116779159075,PRUNED
610,0.1324266964169203,2026-02-26 15:23:09.109781,2026-02-26 15:23:33.377991,0 days 00:00:24.268210,0.7031412610843787,0.01668672041258857,0.18726554057724099,9,10,1,1245,0.006571288743175016,1.0554849494053171,12.010656922269957,0.7573151620023496,PRUNED
611,0.28254779894235266,2026-02-26 15:23:33.408752,2026-02-26 15:23:56.582612,0 days 00:00:23.173860,0.6906469091549127,0.010695919263867343,0.17738541472896185,9,10,1,1419,0.4508303970277656,1.596980185586106,12.754674543741075,0.7472200747511981,COMPLETE
612,0.16275130667817653,2026-02-26 15:23:56.616208,2026-02-26 15:24:33.836463,0 days 00:00:37.220255,0.71563992516513,0.012186690428149896,0.19319441023580358,9,7,11,1570,0.004658508180671643,0.7881736577102777,13.430120996205153,0.7288900828482155,PRUNED
613,0.27676086402459454,2026-02-26 15:24:33.867301,2026-02-26 15:24:51.027766,0 days 00:00:17.160465,0.726731268935097,0.01851848059692245,0.1849077145825088,9,10,1,1447,0.0755760285648608,2.7603755893839406,12.448732805618977,0.7671313734929288,COMPLETE
614,0.13338447164233352,2026-02-26 15:24:51.067592,2026-02-26 15:25:08.876601,0 days 00:00:17.809009,0.6747240535249371,0.014188302078930884,0.16460575890385143,9,10,1,1322,0.09633949927434386,1.2871133892039912,12.927411289772525,0.7734463147719589,PRUNED
615,0.13548023102126217,2026-02-26 15:25:08.936142,2026-02-26 15:25:26.768045,0 days 00:00:17.831903,0.6999226669758982,0.009526448105082375,0.19309457082764736,9,10,1,1305,0.0515592351647371,1.0204474270399628,12.45772155263534,0.7592615220440284,PRUNED
616,0.2834283012250317,2026-02-26 15:25:26.809131,2026-02-26 15:25:44.886107,0 days 00:00:18.076976,0.6878516200601753,0.005675187253879024,0.19985145129951692,10,10,1,1779,0.07028839064445763,1.9704263744063628,13.126963777778021,0.7404233818094519,COMPLETE
617,0.13562510899412494,2026-02-26 15:25:44.919833,2026-02-26 15:26:07.525613,0 days 00:00:22.605780,0.7099305531921133,0.02080836768229362,0.1709134591655038,8,8,1,1738,0.002972136235059591,0.8386052106296752,12.018044168488242,0.7525446496556465,PRUNED
618,0.132093476527209,2026-02-26 15:26:07.558745,2026-02-26 15:26:28.543858,0 days 00:00:20.985113,0.6691262822947295,0.01593106204156521,0.1805158419775669,5,10,1,1369,0.08395153570832087,0.4928128478274895,12.021441055882692,0.7350115671381002,PRUNED
619,0.15422430807164883,2026-02-26 15:26:28.582065,2026-02-26 15:26:56.216064,0 days 00:00:27.633999,0.7340451316115926,0.01189903278235504,0.19110736781403434,10,10,1,1244,0.8836541299545505,1.2037451005144113,29.401564171040715,0.7611326554937972,PRUNED
620,0.13440790832289143,2026-02-26 15:26:56.271301,2026-02-26 15:27:19.797252,0 days 00:00:23.525951,0.716599597447475,0.017956378255958118,0.1855002241512703,10,10,1,1648,0.0022656415061880707,0.7141215850954707,12.729646981994842,0.722339243662317,PRUNED
621,0.13682384720368454,2026-02-26 15:27:19.829384,2026-02-26 15:27:43.313632,0 days 00:00:23.484248,0.683319366187871,0.021427623928075203,0.17642270258730372,9,10,1,1964,0.058513352497930486,1.5397369411496467,12.422176503491924,0.7721441375689563,PRUNED
622,0.13522463858347475,2026-02-26 15:27:43.352413,2026-02-26 15:28:00.657169,0 days 00:00:17.304756,0.701539829398421,0.008218095652860361,0.1923686555517388,8,10,1,1825,0.0017535141925333797,1.006745290497475,13.674986455351723,0.7461552536962373,PRUNED
623,0.13398795153411974,2026-02-26 15:28:00.689316,2026-02-26 15:28:22.700843,0 days 00:00:22.011527,0.6914592155829968,0.013887249662318883,0.18242039608787247,9,9,1,1482,0.04651441479631483,2.500685014451932,12.001742360762524,0.7629378525922152,PRUNED
624,0.13299046737116063,2026-02-26 15:28:22.737920,2026-02-26 15:28:47.274251,0 days 00:00:24.536331,0.7437261633330972,0.006107691237732778,0.1883140255180034,10,9,1,1596,0.11472981557196588,0.6199424723310696,12.857681540650432,0.9748065643012496,PRUNED
625,0.2806902500180928,2026-02-26 15:28:47.306928,2026-02-26 15:29:05.379179,0 days 00:00:18.072251,0.6701976589691878,0.010373324408674759,0.16951677658028458,10,10,1,1937,0.0691712218251152,0.030160777307395727,12.446593344187471,0.7523373741800582,COMPLETE
626,0.13436204989437586,2026-02-26 15:29:05.413876,2026-02-26 15:29:31.188603,0 days 00:00:25.774727,0.7217387978355126,0.015842057999844436,0.1938859881270408,10,10,1,1536,0.010659939486679997,0.8477514206274843,13.199318567715993,0.8048720486563307,PRUNED
627,0.27374152909117505,2026-02-26 15:29:31.227459,2026-02-26 15:29:49.258586,0 days 00:00:18.031127,0.7048020327267223,0.012513413242324592,0.16211049956557302,9,10,1,1971,0.09254181036772428,1.34801346949308,12.020402275144436,0.7325056577817879,COMPLETE
628,0.13650631770367036,2026-02-26 15:29:49.294621,2026-02-26 15:30:11.582164,0 days 00:00:22.287543,0.709680588053063,0.01204256709616041,0.16346305267198474,9,10,1,1976,0.10274479030900022,0.0017305270047961625,12.48048238757159,0.7211369621655729,PRUNED
629,0.13272317907878614,2026-02-26 15:30:11.613099,2026-02-26 15:30:34.327013,0 days 00:00:22.713914,0.722684935295511,0.009869634328493868,0.15891573695931213,9,10,1,1992,0.10036140352484088,1.9778868800388356,12.745701034072358,0.7301955618607101,PRUNED
630,0.13320936001167683,2026-02-26 15:30:34.358689,2026-02-26 15:30:49.455525,0 days 00:00:15.096836,0.7085282828418286,0.012223102238469633,0.16711581893667624,9,10,1,1970,0.15351915295656987,1.545409509939332,12.413499834075889,0.7354982172742869,PRUNED
631,0.13433788942546665,2026-02-26 15:30:49.486724,2026-02-26 15:31:18.481364,0 days 00:00:28.994640,0.7330404684437184,0.014051993084486118,0.16105854327815017,9,10,1,1393,0.12804874956875795,1.3461617237584347,13.160718132108912,0.7089665812218346,PRUNED
632,0.13202528510211387,2026-02-26 15:31:18.525960,2026-02-26 15:31:37.252497,0 days 00:00:18.726537,0.6989202384078699,0.017717502510099792,0.14826018612352523,9,10,1,1952,0.0847762360023363,1.8165820264239858,12.001245917979414,0.9434411025220553,PRUNED
633,0.13559143282361344,2026-02-26 15:31:37.292680,2026-02-26 15:32:08.744482,0 days 00:00:31.451802,0.7141181235379123,0.0090128286093596,0.17220893305859758,9,10,1,1688,0.09501122687721719,1.384784825226609,12.449786109648269,0.7160330302931653,PRUNED
634,0.14648049295394128,2026-02-26 15:32:08.784600,2026-02-26 15:32:33.870649,0 days 00:00:25.086049,0.695785780585583,0.020114493294047048,0.16270237761647702,9,10,10,1205,0.0052129154228972505,1.6735699204473202,13.721463661413019,0.7299303555075964,PRUNED
635,0.2727724053902575,2026-02-26 15:32:33.926019,2026-02-26 15:32:53.223142,0 days 00:00:19.297123,0.7376473925906065,0.015151770573986976,0.1748857389450918,9,10,1,1928,0.0039042907934214405,2.2656932427110976,12.004095057979187,0.7414122489986034,COMPLETE
636,0.13883447558948517,2026-02-26 15:32:53.269497,2026-02-26 15:33:17.064680,0 days 00:00:23.795183,0.7465747459223182,0.013832174111169278,0.16342666952716836,9,10,1,1853,0.003792336956288279,3.2311057883272523,12.000604361798938,0.7392645095125229,PRUNED
